AccountID,AccountName,AccountType,TerritoryID,TerritoryName,Governorate,Region,Segment,CreditLimit,JoinDate,Status,PotentialIndex
A0412,Nasr City Pharmacy 04,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,44400.0,2023-02-25,Active,0.98
A0413,Nasr City Clinic 05,Clinic,T11,Nasr City,Cairo,Greater Cairo,C,48400.0,2023-02-16,Active,1.09
A0414,Nasr City Pharmacy 06,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,115100.0,2023-03-16,Active,1.56
A0415,Nasr City Pharmacy 07,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,96200.0,2024-08-04,Active,1.14
A0416,Nasr City Pharmacy 08,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,114200.0,2024-11-13,Active,1.48
A0417,Nasr City Pharmacy 09,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,99900.0,2022-11-22,Active,1.38
A0418,Nasr City Pharmacy 10,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,79300.0,2023-04-20,Active,1.28
A0419,Nasr City Pharmacy 11,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,223500.0,2023-10-29,Active,1.99
A0420,Nasr City Pharmacy 12,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,48400.0,2024-11-16,Active,0.88
A0421,Nasr City Pharmacy 13,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,42400.0,2023-01-09,Active,1.05
A0422,Nasr City Distributor 14,Distributor,T11,Nasr City,Cairo,Greater Cairo,A,224100.0,2023-01-07,Active,2.05
A0423,Nasr City Pharmacy 15,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,160500.0,2023-05-03,Active,2.03
A0424,Nasr City Distributor 16,Distributor,T11,Nasr City,Cairo,Greater Cairo,B,109100.0,2022-10-02,Active,1.13
A0425,Nasr City Pharmacy 17,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,85500.0,2022-07-30,Active,1.1
A0426,Nasr City Pharmacy 18,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,78200.0,2024-04-11,Active,1.29
A0427,Nasr City Pharmacy 19,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,176800.0,2023-08-16,Active,2.02
A0428,Nasr City Pharmacy 20,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,93000.0,2022-10-19,Active,1.18
A0429,Nasr City Pharmacy 21,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,53300.0,2024-06-13,Active,0.95
A0430,Nasr City Pharmacy 22,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,111200.0,2023-04-04,Active,1.39
A0431,Nasr City Pharmacy 23,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,106900.0,2023-05-13,Active,1.25
A0432,Nasr City Pharmacy 24,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,100200.0,2022-09-03,Active,1.31
A0433,Nasr City Pharmacy 25,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,90200.0,2024-11-03,Active,1.19
A0434,Nasr City Pharmacy 26,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,220600.0,2024-09-04,Active,2.28
A0435,Nasr City Distributor 27,Distributor,T11,Nasr City,Cairo,Greater Cairo,B,85100.0,2024-10-04,Active,1.44
A0436,Nasr City Hospital 28,Hospital,T11,Nasr City,Cairo,Greater Cairo,C,46900.0,2024-11-27,Active,0.91
A0437,Nasr City Clinic 29,Clinic,T11,Nasr City,Cairo,Greater Cairo,C,38600.0,2023-12-01,Active,1.0
A0438,Nasr City Pharmacy 30,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,38600.0,2023-03-22,Active,1.05
A0439,Nasr City Pharmacy 31,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,208400.0,2024-06-21,Active,1.65
A0440,Nasr City Pharmacy 32,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,43300.0,2024-11-14,Active,1.08
A0441,Nasr City Clinic 33,Clinic,T11,Nasr City,Cairo,Greater Cairo,A,195600.0,2023-10-14,Active,1.98
A0442,Nasr City Hospital 34,Hospital,T11,Nasr City,Cairo,Greater Cairo,B,83600.0,2022-09-01,Active,1.6
A0443,Nasr City Pharmacy 35,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,47200.0,2024-08-18,Active,0.86
A0444,Nasr City Clinic 36,Clinic,T11,Nasr City,Cairo,Greater Cairo,C,44800.0,2023-11-07,Active,1.04
A0445,Nasr City Pharmacy 37,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,107100.0,2024-06-18,Active,1.2
A0446,Nasr City Pharmacy 38,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,37300.0,2024-01-12,Active,0.84
A0447,Nasr City Pharmacy 39,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,195400.0,2024-06-02,Active,2.02
A0448,Nasr City Pharmacy 40,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,83600.0,2023-01-20,Active,1.25
A0449,Nasr City Pharmacy 41,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,42200.0,2023-09-17,Active,0.9
A0450,Nasr City Pharmacy 42,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,210400.0,2023-07-14,Active,1.89
A0451,Nasr City Pharmacy 43,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,206800.0,2024-05-21,Active,2.09
A0452,Nasr City Pharmacy 44,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,87100.0,2023-10-03,Active,1.25
A0453,Nasr City Pharmacy 45,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,42900.0,2024-07-29,Active,1.06
A0454,Nasr City Distributor 46,Distributor,T11,Nasr City,Cairo,Greater Cairo,A,209600.0,2024-08-13,Active,2.2
A0455,Nasr City Pharmacy 47,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,81200.0,2024-07-31,Active,1.51
A0456,Nasr City Pharmacy 48,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,A,166000.0,2024-11-29,Active,2.11
A0457,Heliopolis Clinic 01,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,98900.0,2024-01-28,Active,1.56
A0458,Heliopolis Pharmacy 02,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,45800.0,2024-10-02,Active,1.14
A0459,Heliopolis Clinic 03,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,95500.0,2024-09-12,Active,1.1
A0460,Heliopolis Distributor 04,Distributor,T12,Heliopolis,Cairo,Greater Cairo,C,37200.0,2022-11-30,Active,0.83
A0461,Heliopolis Distributor 05,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,96600.0,2024-08-04,Active,1.27
A0462,Heliopolis Pharmacy 06,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,110800.0,2022-11-28,Active,1.14
A0463,Heliopolis Pharmacy 07,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,100800.0,2023-12-17,Active,1.5
A0464,Heliopolis Pharmacy 08,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,77900.0,2023-03-12,Active,1.15
A0465,Heliopolis Pharmacy 09,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,53500.0,2023-10-31,Active,0.83
A0466,Heliopolis Distributor 10,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,100700.0,2023-04-22,Active,1.34
A0467,Heliopolis Pharmacy 11,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,44500.0,2024-10-28,Active,0.8
A0468,Heliopolis Distributor 12,Distributor,T12,Heliopolis,Cairo,Greater Cairo,C,45300.0,2023-05-12,Active,0.88
A0469,Heliopolis Clinic 13,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,92100.0,2024-08-07,Active,1.41
A0470,Heliopolis Clinic 14,Clinic,T12,Heliopolis,Cairo,Greater Cairo,C,41200.0,2024-04-03,Active,0.99
A0471,Heliopolis Pharmacy 15,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,A,148400.0,2023-09-06,Active,1.93
A0472,Heliopolis Pharmacy 16,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,51800.0,2024-05-06,Active,0.93
A0473,Heliopolis Pharmacy 17,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,91600.0,2023-09-30,Active,1.31
A0474,Heliopolis Pharmacy 18,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,48800.0,2024-07-16,Active,0.8
A0475,Heliopolis Hospital 19,Hospital,T12,Heliopolis,Cairo,Greater Cairo,C,41300.0,2023-11-08,Active,0.83
A0476,Heliopolis Distributor 20,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,102800.0,2023-10-04,Active,1.11
A0477,Heliopolis Clinic 21,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,104100.0,2023-01-28,Active,1.17
A0478,Heliopolis Pharmacy 22,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,107500.0,2023-12-28,Active,1.34
A0479,Heliopolis Pharmacy 23,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,107400.0,2023-11-16,Active,1.3
A0480,Heliopolis Clinic 24,Clinic,T12,Heliopolis,Cairo,Greater Cairo,C,46400.0,2023-01-07,Active,0.82
A0481,Heliopolis Clinic 25,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,98800.0,2023-12-31,Active,1.07
A0482,Heliopolis Clinic 26,Clinic,T12,Heliopolis,Cairo,Greater Cairo,C,38400.0,2023-03-15,Active,0.81
A0483,Heliopolis Pharmacy 27,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,48200.0,2022-12-04,Active,1.02
A0484,Heliopolis Pharmacy 28,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,46900.0,2023-02-07,Active,0.94
A0485,Heliopolis Hospital 29,Hospital,T12,Heliopolis,Cairo,Greater Cairo,C,37600.0,2023-01-01,Active,1.02
A0486,Heliopolis Pharmacy 30,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,44800.0,2024-04-06,Active,0.94
A0487,Heliopolis Pharmacy 31,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,44300.0,2022-08-16,Active,1.05
A0488,Heliopolis Hospital 32,Hospital,T12,Heliopolis,Cairo,Greater Cairo,B,103400.0,2022-08-26,Active,1.41
A0489,Heliopolis Pharmacy 33,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,40300.0,2023-01-21,Active,0.87
A0490,Heliopolis Clinic 34,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,95000.0,2022-12-19,Active,1.42
A0491,Heliopolis Clinic 35,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,94400.0,2024-07-06,Active,1.48
A0492,Heliopolis Clinic 36,Clinic,T12,Heliopolis,Cairo,Greater Cairo,C,43300.0,2023-11-29,Active,0.85
A0493,Heliopolis Pharmacy 37,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,38600.0,2022-09-13,Active,1.04
A0494,Heliopolis Clinic 38,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,106900.0,2023-04-01,Active,1.51
A0495,Heliopolis Clinic 39,Clinic,T12,Heliopolis,Cairo,Greater Cairo,C,46900.0,2022-10-21,Active,0.84
A0496,Heliopolis Pharmacy 40,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,B,115700.0,2024-03-01,Active,1.48
A0497,Heliopolis Distributor 41,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,100100.0,2023-08-20,Active,1.34
A0498,Heliopolis Pharmacy 42,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,C,42900.0,2022-11-23,Active,1.07
A0499,Heliopolis Distributor 43,Distributor,T12,Heliopolis,Cairo,Greater Cairo,A,170400.0,2023-08-14,Active,1.93
A0500,Heliopolis Distributor 44,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,117300.0,2022-12-03,Active,1.49
A0501,Heliopolis Hospital 45,Hospital,T12,Heliopolis,Cairo,Greater Cairo,B,93900.0,2024-01-20,Active,1.11
A0502,Heliopolis Clinic 46,Clinic,T12,Heliopolis,Cairo,Greater Cairo,B,78600.0,2024-11-08,Active,1.41
A0503,Heliopolis Distributor 47,Distributor,T12,Heliopolis,Cairo,Greater Cairo,B,90100.0,2023-04-25,Active,1.52
A0504,Heliopolis Pharmacy 48,Pharmacy,T12,Heliopolis,Cairo,Greater Cairo,A,185300.0,2023-05-03,Active,2.09
